,title,publish,view_count,like_count
578,"The Pat McAfee Show | Thursday, April 23rd",2020-04-23T16:06:16Z,133920,3426
579,"The Pat McAfee Show | Wednesday, April 22nd",2020-04-22T16:06:26Z,116243,2209
580,"The Pat McAfee Show | Tuesday, April 21",2020-04-21T16:11:23Z,122815,2064
581,"The Pat McAfee Show | Monday, April 20th",2020-04-20T16:08:02Z,114919,1713
582,"The Pat McAfee Show | Friday, April 17th",2020-04-17T16:07:25Z,102415,1725
583,"The Pat McAfee Show | Thursday, April 16th",2020-04-16T16:07:26Z,100373,1775
584,"The Pat McAfee Show | Wednesday, April 15th",2020-04-15T16:13:18Z,91825,1528
585,"The Pat McAfee Show | Tuesday, April 14th",2020-04-14T16:04:43Z,81950,1374
586,"The Pat McAfee Show | Monday, April 13th",2020-04-13T16:05:01Z,82119,1332
587,"The Pat McAfee Show | Friday, April 10th",2020-04-10T16:07:07Z,82383,1520
588,"The Pat McAfee Show | Thursday, April 9th",2020-04-09T16:12:10Z,64362,1179
589,"The Pat McAfee Show | Wednesday, April 8th",2020-04-08T16:22:38Z,75278,1177
590,"The Pat McAfee Show | Tuesday, April 7th",2020-04-07T16:05:44Z,63885,1062
591,"The Pat McAfee Show | Monday, April 6th",2020-04-06T16:05:46Z,67284,1092
592,"The Pat McAfee Show | Friday, April 3rd",2020-04-03T16:10:18Z,74165,1082
593,"The Pat McAfee Show | Thursday, April 2nd",2020-04-02T16:05:01Z,79075,1167
594,"The Pat McAfee Show | Wednesday, April 1st",2020-04-01T16:11:48Z,89125,1435
595,"The Pat McAfee Show | Tuesday, March 31st",2020-03-31T16:08:43Z,68881,988
596,"The Pat McAfee Show | Monday, March 30th",2020-03-30T16:06:18Z,77807,1259
597,"The Pat McAfee Show | Friday, March 27th",2020-03-27T16:06:13Z,73329,1141
598,"The Pat McAfee Show | Thursday, March 26th",2020-03-26T16:44:39Z,72383,1239
599,"The Pat McAfee Show | Wednesday, March 25th",2020-03-25T16:54:27Z,86093,1349
600,"The Pat McAfee Show | Tuesday, March 24th",2020-03-24T16:06:58Z,74529,1257
601,"The Pat McAfee Show | Monday, March 23rd",2020-03-23T16:21:27Z,80609,1241
602,"The Pat McAfee Show | Friday, March 20th",2020-03-20T16:11:00Z,62907,1337
603,"The Pat McAfee Show | Thursday, March 19th",2020-03-19T16:05:29Z,101705,1585
604,"The Pat McAfee Show | Wednesday, March 18th",2020-03-18T16:14:58Z,83319,1681
605,"The Pat McAfee Show | Tuesday, March 17th",2020-03-17T16:13:54Z,82653,1504
606,"The Pat McAfee Show | Monday, March 16th",2020-03-16T16:16:29Z,78100,1166
607,"The Pat McAfee Show | Friday, March 13th",2020-03-13T16:13:42Z,86095,1310
608,"The Pat McAfee Show | Thursday, March 12th",2020-03-12T16:15:53Z,91814,1268
609,"The Pat McAfee Show | Wednesday, March 11th",2020-03-11T16:17:23Z,59628,921
610,"The Pat McAfee Show | Tuesday, March 10th",2020-03-10T16:17:37Z,60361,799
611,"The Pat McAfee Show | Monday, March 9th",2020-03-09T16:17:37Z,76407,1011
612,"The Pat McAfee Show | Friday, March 6th",2020-03-06T17:26:23Z,70738,1462
613,"The Pat McAfee Show | Thursday, March 5th",2020-03-05T17:35:49Z,68550,1044
614,"The Pat McAfee Show | Wednesday, March 4th",2020-03-04T17:16:34Z,70969,980
615,"The Pat McAfee Show | Tuesday, March 3rd",2020-03-03T17:26:30Z,74888,1265
616,"The Pat McAfee Show | Monday, March 2nd",2020-03-02T17:15:22Z,80587,1282
617,"The Pat McAfee Show | Friday, February 28th",2020-02-28T17:17:16Z,110357,1348
618,"The Pat McAfee Show | Thursday, February 27th",2020-02-27T17:55:42Z,69247,1006
619,"The Pat McAfee Show | Wednesday, February 26th",2020-02-26T17:24:33Z,67006,784
620,"The Pat McAfee Show | Tuesday, February 25th",2020-02-25T17:13:35Z,60853,958
621,"The Pat McAfee Show | Monday, February 24th",2020-02-24T17:34:14Z,66137,963
622,"The Pat McAfee Show | Friday, February 21st",2020-02-21T17:59:38Z,174689,3174
623,"The Pat McAfee Show | Thursday, February 20th",2020-02-20T17:33:41Z,42598,625
624,"The Pat McAfee Show | Wednesday, February 19th",2020-02-19T17:16:09Z,57525,878
625,"The Pat McAfee Show | Tuesday, February 18th",2020-02-18T17:09:09Z,83245,1213
626,"The Pat McAfee Show | Monday, February 17th",2020-02-17T21:09:52Z,27687,426
627,"The Pat McAfee Show | Friday, February 14th",2020-02-14T17:14:45Z,42811,598
628,"The Pat McAfee Show | Thursday, February 13th",2020-02-13T17:12:20Z,54839,725
629,"The Pat McAfee Show | Wednesday, February 12th",2020-02-12T17:22:35Z,47645,681
630,"The Pat McAfee Show | Tuesday, February 11th",2020-02-11T17:10:29Z,44366,638
631,"The Pat McAfee Show | Monday, February 10th",2020-02-10T17:13:30Z,80881,1348
632,"The Pat McAfee Show | Friday, February 7th",2020-02-07T17:14:51Z,69534,961
633,"The Pat McAfee Show | Thursday, February 6th",2020-02-06T17:11:00Z,58982,890
634,"The Pat McAfee Show | Wednesday, February 5th",2020-02-05T17:12:17Z,56938,766
635,"The Pat McAfee Show | Tuesday, February 4th",2020-02-04T17:12:42Z,68929,886
636,"The Pat McAfee Show | Monday, February 3rd",2020-02-03T17:12:59Z,83682,1251
637,The Pat McAfee Show | Friday January 31st,2020-01-31T17:14:53Z,77008,1344
638,"The Pat McAfee Show | Thursday, January 30th",2020-01-30T17:13:37Z,53966,936
639,"The Pat McAfee Show | Wednesday, January 29th",2020-01-29T17:12:30Z,64683,781
640,"The Pat McAfee Show | Tuesday, January 28th",2020-01-28T17:14:42Z,57060,891
641,"The Pat McAfee Show | Monday, January 27th",2020-01-27T16:24:52Z,94474,2115
642,"The Pat McAfee Show | Friday, January 24th",2020-01-24T17:08:52Z,74177,1066
643,"The Pat McAfee Show | Thursday, January 23rd",2020-01-23T17:41:47Z,60485,868
644,"The Pat McAfee Show | Wednesday, January 22nd",2020-01-22T18:39:09Z,72897,904
645,"The Pat McAfee Show | Tuesday, January 21st",2020-01-21T17:11:32Z,76282,1027
646,"The Pat McAfee Show | Monday, January 20th",2020-01-20T17:08:22Z,80134,1048
647,"The Pat McAfee Show | Friday, January 17th",2020-01-17T17:25:30Z,73591,1030
648,"The Pat McAfee Show | Thursday, January 16th",2020-01-16T17:17:38Z,61171,888
649,"The Pat McAfee Show | Wednesday, January 15th",2020-01-15T17:16:36Z,61506,806
650,"The Pat McAfee Show | Tuesday, January 14th",2020-01-14T17:11:28Z,87297,1127
651,"The Pat McAfee Show | Monday, January 13th",2020-01-13T17:15:45Z,74459,1013
652,"The Pat McAfee Show | Friday, January 10",2020-01-10T17:11:17Z,85076,1138
653,"The Pat McAfee Show | Thursday, January 9th",2020-01-09T17:12:58Z,70529,1040
654,"The Pat McAfee Show | Wednesday, January 8th",2020-01-08T17:12:48Z,74747,1053
655,"The Pat McAfee Show | Tuesday, January 7th",2020-01-07T17:14:39Z,75439,1130
656,"The Pat McAfee Show | Monday, January 6th",2020-01-06T17:07:12Z,98625,1337
657,"The Pat McAfee Show | Friday, January 3rd",2020-01-03T17:11:18Z,98618,1334
658,"The Pat McAfee Show | Thursday, January 2nd",2020-01-02T17:14:33Z,74490,991
659,"The Pat McAfee Show | Wednesday, January 1st",2020-01-01T17:09:47Z,69951,1219
660,"The Pat McAfee Show | Tuesday, December 31st",2019-12-31T17:12:49Z,60279,1035
661,"The Pat McAfee Show | Monday, Decemeber 30th",2019-12-30T17:13:53Z,99713,1269
662,"The Pat McAfee Show | Friday, December 27th",2019-12-27T17:05:54Z,44212,696
663,"The Pat McAfee Show | Monday, December 23rd",2019-12-23T17:37:12Z,77734,1035
664,"The Pat McAfee Show | Friday, December 20th",2019-12-20T17:15:09Z,41486,530
665,"The Pat McAfee Show | Thursday, December 19th",2019-12-19T17:15:15Z,53870,639
666,"The Pat McAfee Show | Wednesday, December 18th",2019-12-18T17:10:03Z,100902,831
667,"The Pat McAfee Show | Tuesday, December 17th",2019-12-17T17:20:43Z,62253,779
668,"The Pat McAfee Show | Monday, December 16th",2019-12-16T17:11:49Z,63942,722
669,"The Pat McAfee Show | Friday, December 13th",2019-12-13T17:45:48Z,61840,842
670,"The Pat McAfee Show | Thursday, December 12th",2019-12-12T17:18:41Z,56739,679
671,"The Pat McAfee Show | Wednesday, December 11th",2019-12-11T17:25:35Z,50420,740
672,"The Pat McAfee Show | Tuesday, December 10th",2019-12-10T17:15:41Z,57150,693
673,"The Pat McAfee Show | Monday, December 9th",2019-12-09T17:08:49Z,73783,886
674,"The Pat McAfee Show | Friday, December 6th",2019-12-06T17:15:16Z,60728,854
675,"The Pat McAfee Show | Thursday, December 5th",2019-12-05T17:28:59Z,55977,768
676,"The Pat McAfee Show | Wednesday, December 4th",2019-12-04T17:17:49Z,52174,756
677,"The Pat McAfee Show | Tuesday, December 3rd",2019-12-03T17:09:58Z,67632,787
678,"The Pat McAfee Show | Monday, December 2nd",2019-12-02T17:21:06Z,76556,969
679,"The Pat McAfee Show | Friday, November 29th",2019-11-29T17:10:20Z,56113,758
680,"The Pat McAfee Show | Wednesday, November 27th",2019-11-27T17:27:49Z,8081,102
681,"The Pat McAfee Show | Wednesday, November 27th",2019-11-27T16:44:37Z,39732,573
682,"The Pat McAfee Show | Tuesday, November 26th",2019-11-26T17:11:25Z,61530,825
683,"The Pat McAfee Show | Monday, November 25th",2019-11-25T17:18:25Z,59892,802
684,"The Pat McAfee Show | Friday, November 22nd",2019-11-22T17:35:19Z,61087,799
685,"The Pat McAfee Show | Thursday, November 21st",2019-11-21T17:28:58Z,42367,631
686,"The Pat McAfee Show | Wednesday, November 20th",2019-11-20T17:23:55Z,56009,725
687,"The Pat McAfee Show | Tuesday, November 19th",2019-11-19T17:21:29Z,54421,815
688,"The Pat McAfee Show | Monday, November 18th",2019-11-18T18:10:25Z,66276,909
689,"The Pat McAfee Show | Friday, November 15th",2019-11-15T17:19:39Z,86606,1239
690,"The Pat McAfee Show | Thursday, November 14th",2019-11-14T17:14:35Z,44281,562
691,"The Pat McAfee Show | Wednesday, November 13th",2019-11-13T17:14:31Z,58595,698
692,"The Pat McAfee Show | Tuesday, November 12",2019-11-12T17:12:25Z,105778,958
693,"The Pat McAfee Show | Monday, November 11th",2019-11-11T17:19:09Z,73291,994
694,"The Pat McAfee Show | Friday, November 8th",2019-11-08T17:11:59Z,65499,705
695,"The Pat McAfee Show | Thursday, November 7th",2019-11-07T17:22:29Z,48759,775
696,"The Pat McAfee Show | Wednesday, November 6th",2019-11-06T17:11:46Z,72458,698
697,"The Pat McAfee Show | Tuesday, November 5",2019-11-05T17:18:27Z,54979,763
698,"The Pat McAfee Show | Monday, November 4th",2019-11-04T17:07:51Z,60250,815
699,"The Pat McAfee Show | Friday, November 1st",2019-11-01T16:17:32Z,47777,626
700,"The Pat McAfee Show | Thursday, October 31st",2019-10-31T13:48:34Z,21143,312
701,"The Pat McAfee Show | Wednesday, October 30th",2019-10-30T16:14:18Z,52166,700
702,"The Pat McAfee Show | Tuesday, October 29th",2019-10-29T16:06:25Z,53458,793
703,"The Pat McAfee Show | Monday, October 28th",2019-10-28T16:07:20Z,66165,989
704,"The Pat McAfee Show | Friday, October 25th",2019-10-25T16:38:02Z,49936,724
705,"The Pat McAfee Show | Thursday, October 24th",2019-10-24T16:02:32Z,23050,259
706,"The Pat McAfee Show | Thursday, October 24th",2019-10-24T13:49:21Z,20486,314
707,"The Pat McAfee Show | Wednesday, October 23rd",2019-10-23T16:13:36Z,53193,788
708,"The Pat McAfee Show | Tuesday, October 22",2019-10-22T16:11:08Z,84288,943
709,"The Pat McAfee Show | Monday, October 21st",2019-10-21T16:07:51Z,67526,1036
710,"The Pat McAfee Show | Friday, October 18th",2019-10-18T16:13:14Z,53942,802
711,"The Pat McAfee Show | Thursday, October 17th",2019-10-17T16:05:02Z,52234,756
712,"The Pat McAfee Show | Wednesday, October 16th",2019-10-16T16:16:31Z,58987,880
713,"The Pat McAfee Show | Tuesday, October 15th",2019-10-15T16:15:41Z,69680,1042
714,"The Pat McAfee Show | Monday, October 14th",2019-10-14T16:15:48Z,76000,1097
715,"The Pat McAfee Show | Friday, October 11th",2019-10-11T16:10:06Z,60972,883
716,"The Pat McAfee Show | Thursday, October 10th",2019-10-10T16:12:15Z,52321,773
717,"The Pat McAfee Show | Wednesday, October 9th",2019-10-09T16:05:00Z,75131,1184
718,"The Pat McAfee Show | Tuesday, October 8th",2019-10-08T16:14:42Z,64245,1034
719,"The Pat McAfee Show | Monday, October 7th",2019-10-07T16:08:12Z,73525,1114
720,"The Pat McAfee Show | Friday, October 4th",2019-10-04T16:22:44Z,54733,760
721,"The Pat McAfee Show | Thursday, October 3rd",2019-10-03T16:08:01Z,53290,802
722,"The Pat McAfee Show | Wednesday, October 2nd",2019-10-02T16:21:01Z,63773,854
723,"The Pat McAfee Show | Tuesday, October 1st",2019-10-01T16:16:14Z,67799,966
724,"The Pat McAfee Show | Monday, September 30th",2019-09-30T16:05:33Z,72012,876
725,"The Pat McAfee Show | Friday, September 27th",2019-09-27T16:08:05Z,38133,549
726,"The Pat McAfee Show | Thursday, September 26th",2019-09-26T16:31:51Z,31763,453
727,"The Pat McAfee Show | Wednesday, September 25th",2019-09-25T16:09:21Z,29238,454
728,"The Pat McAfee Show | Tuesday, September 24",2019-09-24T16:12:44Z,28364,494
729,"The Pat McAfee Show | Monday, September 23",2019-09-23T16:13:56Z,81753,659
730,"The Pat McAfee Show | Friday, September 20th",2019-09-20T16:18:17Z,26584,404
731,"The Pat McAfee Show | Thursday, September 19th",2019-09-19T16:13:59Z,22037,326
732,"The Pat McAfee Show | Wednesday, September 18th",2019-09-18T16:18:42Z,24463,405
733,"The Pat McAfee Show | Tuesday, September 17th",2019-09-17T16:17:04Z,27929,476
734,"The Pat McAfee Show | Monday, September 16th",2019-09-16T16:17:42Z,51740,696
735,"The Pat McAfee Show | Friday, September 13th",2019-09-13T16:09:27Z,22134,417
736,"The Pat McAfee Show | Thursday, September 12th",2019-09-12T16:12:25Z,21852,338
737,The Pat McAfee Show | Wednesday September 11th,2019-09-11T16:39:18Z,37612,619
738,The Pat McAfee Show | Tuesday September 10th,2019-09-10T16:38:27Z,22849,551
739,The Pat McAfee Show | Monday September 9th,2019-09-09T16:15:29Z,17058,496
